idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
22967,jonathan peña,GEN,"Jonathan Peña

Jonathan Peña is a 26-year-old man who was born and raised in the Dominican Republic. He currently resides in Miami, Florida, where he works as a financial advisor. Jonathan has always been passionate about finance and economics, and he enjoys helping people make smart decisions with their money. In addition to his work as a financial advisor, Jonathan is also a musician and enjoys playing the guitar and singing. He is passionate about helping others and has dedicated much of his ",202,104,0.520482,2.777284,1.445525,1.440625,-0.0049,-0.017523,MIXED
34160,mike scott,REF,"james michael `` mike '' scott -lrb- born july 16 , 1988 -rrb- is an american professional basketball player who currently plays for the atlanta hawks of the national basketball association -lrb- nba -rrb- .
he played college basketball for the university of virginia .",76,48,0.540075,3.962358,2.139971,2.3952,0.255229,0.385532,ALIGNED
34160,mike scott,GEN,"Mike Scott was born in a small town in Ireland in 1960 and was the third of four children. He was raised by his mother and father, who were in the Royal Navy. He has two sisters and one brother. His mother was from the Isle of Man and his father was from Scotland.

At the age of seven, Mike Scott was sent to boarding school where he studied English. He then went on to study French at the University of Oxford, where he was awarded a First in Modern Languages. He was awarded a postgraduate scholar",198,152,0.489827,3.070344,1.503937,1.537333,0.033396,0.141275,MIXED
31519,jean-berchmans-marcel-yves-marie-bernard chabbert,REF,"jean-berchmans-marcel-yves-marie-bernard chabbert , -lrb- born 31 december 1920 -rrb- is a french prelate of the roman catholic church .
chabbert was born in castres , france and ordained a priest on 29 june 1947 from the roman catholic religious order of the order of friars minor .
chabbert was appointed coadjutor archbishop of the archdiocese of rabat as well as titular bishop of quaestoriana on 13 april 1967 and was consecrated bishop on 7 july 1967 .
chabbert would be appointed bishop of the",215,129,0.511174,3.676834,1.8795,1.9623,0.0828,0.172728,MIXED
31519,jean-berchmans-marcel-yves-marie-bernard chabbert,GEN,"Jean-Bernard-Marcel-Yves-Marie Chabbert (1904-1970) was born in Nantes, France, on January 10, 1904. He was educated in a Jesuit college. He studied law at the University of Caen, France, and joined the French Foreign Legion in 1928. He was a French military officer during World War II. He married Isabelle on April 22, 1950. He died on August 30, 1970, in Nantes, France.

He was a French poet and author of several novels. He was awarded the Goncourt Prize for his novel L’homme sans visage in 195",198,142,0.494379,3.566908,1.763405,1.84591,0.082505,0.215057,MIXED
24583,lulama marytheresa xingwana mp,REF,"lulama `` lulu '' marytheresa xingwana -lrb- born 23 september 1955 -rrb- is a south african politician who served as minister for women , children and people with disabilities from november 2010 - may 2014 .
previously she held the position of deputy minister of minerals and energy from 2004 to 2006 and was minister of agriculture and land affairs from 2006 to 2009 , succeeding thoko didiza .",123,74,0.50146,3.897369,1.954373,2.144805,0.190432,0.384926,ALIGNED
24583,lulama marytheresa xingwana mp,GEN,"Lulama Marytheresa Xingwana MP (born 23 June 1963) is a South African politician from the ruling African National Congress (ANC). She is the Minister of Science and Technology of South Africa in the Cabinet of President Cyril Ramaphosa.

Xingwana was born on 23 June 1963 in East London. She studied at the University of Cape Town, where she earned a BSc in mathematics and computer science in 1987. She worked as a systems analyst for the South African National Defence Force in Johannesburg from 19",200,109,0.520837,3.033921,1.580179,1.622983,0.042803,0.187472,MIXED
36997,andrew riley,REF,"andrew riley -lrb- born 6 september 1988 -rrb- is a jamaican sprinter , mainly competing in the 110 m hurdles and more recently 100 metres .
he went pro signing with puma se shortly after his collegiate career .",66,49,0.517122,4.095863,2.118063,2.350835,0.232773,0.523928,ALIGNED
36997,andrew riley,GEN,"Andrew Riley

Andrew Riley is an American actor and director best known for his role as “Billy Riley” in the hit show “The Simpsons”. Andrew was born in Los Angeles, California, on December 23, 1972. He began his acting career in 1992 when he was cast as a recurring guest star on the popular television show “Friends”. In 2000, Andrew made his feature film debut in the movie “The Blair Witch Project”. He has since appeared in numerous television shows and movies, including “ER”, “CSI: Miami”, “24",201,112,0.545665,3.13281,1.709465,1.854379,0.144913,0.398061,ALIGNED
36033,sanong chaiprakhom,REF,"sanong chaiprakhom -lrb- -rrb- is a professional footballer from thailand .
he currently plays for sriracha in the thailand league division one .",41,36,0.522149,4.69178,2.449806,2.607987,0.158181,0.259101,ALIGNED
36033,sanong chaiprakhom,GEN,"Sanong Chaiprakhom (Thai: สนง ชัยประโขม; RTGS: Sanong Chai-prakhom; born 22 July 1982), or simply Sanong, is a Thai actor, model, and singer. He is best known for his role as Kawin in the hit 2007 television series Sai Petch.

## Biography

Sanong Chaiprakhom was born in Nakhon Si Thammarat, Thailand and is a graduate of Srinakharinwirot University.^{[1]} He made his debut on television in 2003, appearing in the hit Channel 3 series Sao Rai Ruk.^{[2]} The same year he won the Mr. Male University",200,131,0.516632,3.575697,1.84732,1.87888,0.03156,0.092119,MIXED
54304,richard morris,REF,"richard edwin tuffrey morris -lrb- born 28 january 1947 -rrb- is a former south african cricketer .
he played 61 first-class and 14 list a matches for western province cricket team between 1967 and 1979 as an all-rounder .",79,55,0.511322,3.885305,1.986641,2.174305,0.187664,0.429051,ALIGNED
54304,richard morris,GEN,"Richard Morris was born on October 15, 1903, in New York City. He was the son of a wealthy real estate and mortgage broker. He earned a B.S. in Chemistry from New York University in 1926. He started working in the family business but, feeling a need for adventure, he decided to leave New York for Alaska.

In 1927, Morris arrived in Alaska, where he lived in a tent on a friend’s property near Fairbanks. There he made his first significant discovery and staked out a claim on some land that turned ",201,162,0.514016,3.83986,1.97375,2.009889,0.036139,0.119385,MIXED
9406,ikumi narita,REF,"she competed at the 2004 summer olympics in athens , greece .
there she ended up in fifth place with the japan women 's national team .
narita played as a wing-spiker .
she was named `` best digger '' and `` best receiver '' at the 2004 fivb women 's world olympic qualification tournament .",83,63,0.528211,3.562824,1.881924,2.044029,0.162105,0.414145,ALIGNED
9406,ikumi narita,GEN,"Ikumi Narita was born in Tokyo, Japan on December 22nd, 1986. He is a Japanese animator and director who is best known for his work on the popular anime series, “Kill la Kill” and “Hellsing Ultimate”. He has also worked on a number of other anime series, including “Neon Genesis Evangelion”, “Ghost in the Shell”, and “Dragon Ball Z”. Narita’s work has been praised for its strong character designs and dynamic action sequences. He is a highly respected animator within the industry, and his work has",198,93,0.518296,2.65546,1.376314,1.437184,0.06087,0.228489,MIXED
59014,francis maloney,REF,"francis maloney -lrb- born 26 may 1973 -rrb- is an english former rugby league player who played as a utility back , recognised for his ability to play in the halves and the back line .
he played at the top tier of english rugby league for leeds , featherstone , warrington , oldham , castleford , wakefield and salford .
he went on to play for batley , dewsbury and hunslet in the championship before retiring from playing in 2008 .",122,92,0.511636,3.943881,2.017833,2.221171,0.203338,0.470093,ALIGNED
59014,francis maloney,GEN,"Francis Maloney
Francis Maloney was born on November 11, 1904, in Hackensack, New Jersey. He was the youngest of four children. His parents were Irish immigrants. Maloney attended public school in his hometown. After he graduated, he attended Columbia University in New York. He received a law degree in 1926.
In 1932 Maloney became a law clerk for Judge Jerome Frank. Maloney was promoted to a Judge in 1938. He served on the U.S. Court of Appeals until 1942. In 1943 Maloney joined the army. He was",202,134,0.517048,3.061295,1.582835,1.640995,0.05816,0.214118,MIXED
32431,jochem hoekstra,REF,"jochem hoekstra -lrb- born 21 october 1992 -rrb- is a dutch racing cyclist .
he rode at the 2013 uci road world championships .",50,35,0.556314,4.421242,2.4596,2.496867,0.037268,0.078932,MIXED
32431,jochem hoekstra,GEN,Jochem was born and raised in the Netherlands. He is the oldest of the three children. He grew up with his mother and his grandmother. Jochem’s father was killed in an accident when Jochem was only 10 years old. His mother was a single parent and she had to work very hard to provide for her children. Jochem was a bright child and he was always interested in learning new things. He went to a local elementary school and he was one of the best students in his class. Jochem’s mother was very proud o,198,119,0.468515,2.897477,1.357511,1.345591,-0.01192,-0.055038,MIXED
45631,steve novak,REF,"steven michael novak -lrb- born june 13 , c. 1983 -rrb- is an american professional basketball player who currently plays for the oklahoma city thunder of the national basketball association -lrb- nba -rrb- .
he is listed as 6 ' 10 '' , 235 lbs .
he played college basketball in the national collegiate athletic association -lrb- ncaa -rrb- at marquette university .
novak splits time at both small forward and power forward .
he was born in libertyville , illinois .
he was the nba regular season le",161,103,0.512393,3.472714,1.779393,1.929475,0.150082,0.349349,ALIGNED
